52,1,0.463179,-0.179026,1.85074,-nan,-nan,-nan,SHELF
53,1,0.464878,-0.188317,1.85049,-nan,-nan,-nan,SHELF
54,1,0.465111,-0.190562,1.85044,-nan,-nan,-nan,SHELF
55,1,0.482658,-0.191397,1.84777,-nan,-nan,-nan,SHELF
56,1,0.479015,-0.1934,1.84702,-nan,-nan,-nan,SHELF
57,1,0.477852,-0.196165,1.85164,-nan,-nan,-nan,SHELF
58,1,0.483402,-0.193054,1.85486,-nan,-nan,-nan,SHELF
60,1,0.482165,-0.190024,1.85244,-nan,-nan,-nan,SHELF
61,1,0.476447,-0.190853,1.85151,-nan,-nan,-nan,SHELF
62,1,0.46529,-0.187543,1.84343,-nan,-nan,-nan,SHELF
63,1,0.454022,-0.179563,1.83191,-nan,-nan,-nan,SHELF
65,1,0.418331,-0.174975,1.78715,-nan,-nan,-nan,SHELF
66,1,0.392459,-0.156953,1.77246,-nan,-nan,-nan,MOVE
67,1,0.365573,-0.150833,1.7484,-nan,-nan,-nan,MOVE
68,1,0.331831,-0.148841,1.72144,-nan,-nan,-nan,MOVE
69,1,0.299393,-0.15299,1.69596,-nan,-nan,-nan,MOVE
71,1,0.242927,-0.162318,1.64575,-nan,-nan,-nan,MOVE
72,1,0.187133,-0.148043,1.61721,-nan,-nan,-nan,MOVE
73,1,0.150868,-0.148598,1.59827,-nan,-nan,-nan,MOVE
74,1,0.11522,-0.145565,1.57611,-nan,-nan,-nan,MOVE
75,1,0.0829751,-0.150302,1.56471,-nan,-nan,-nan,MOVE
76,1,0.0560792,-0.150023,1.55437,-nan,-nan,-nan,MOVE
78,1,0.0320801,-0.161396,1.54723,-nan,-nan,-nan,MOVE
79,1,0.00592494,-0.168303,1.55398,-nan,-nan,-nan,MOVE
80,1,-0.00250546,-0.169619,1.55325,-nan,-nan,-nan,MOVE
81,1,-0.00725132,-0.172347,1.55315,-nan,-nan,-nan,MOVE
82,1,-0.011709,-0.171983,1.55264,-nan,-nan,-nan,MOVE
84,1,-0.0204136,-0.171866,1.54791,-nan,-nan,-nan,MOVE
85,1,-0.0477096,-0.181437,1.54011,-nan,-nan,-nan,MOVE
87,1,-0.0734434,-0.192853,1.53254,-nan,-nan,-nan,MOVE
88,1,-0.114688,-0.197649,1.52955,-nan,-nan,-nan,MOVE
89,1,-0.150421,-0.186366,1.51658,-nan,-nan,-nan,MOVE
90,1,-0.181331,-0.199858,1.51115,-nan,-nan,-nan,MOVE
92,1,-0.266306,-0.317548,1.94045,-nan,-nan,-nan,MOVE
93,1,-0.275177,-0.27307,1.50825,-nan,-nan,-nan,MOVE
94,1,-0.303943,-0.290063,1.50356,-nan,-nan,-nan,MOVE
95,1,-0.333163,-0.307319,1.5015,-nan,-nan,-nan,MOVE
96,1,-0.357038,-0.324353,1.49622,-nan,-nan,-nan,MOVE
98,1,-0.383874,-0.343999,1.50696,-nan,-nan,-nan,BIN
99,1,-0.410854,-0.362577,1.49972,-nan,-nan,-nan,BIN
100,1,-0.418569,-0.368692,1.49871,-nan,-nan,-nan,BIN
101,1,-0.422982,-0.373738,1.50152,-nan,-nan,-nan,BIN
102,1,-0.424039,-0.374972,1.49936,-nan,-nan,-nan,BIN
103,1,-0.425388,-0.373154,1.50068,-nan,-nan,-nan,BIN
104,1,-0.426441,-0.370782,1.50557,-nan,-nan,-nan,BIN
