51,0,0.47534,-0.184538,1.87542,-nan,-nan,-nan,RELEASE
52,0,0.475286,-0.183858,1.87725,-nan,-nan,-nan,RELEASE
53,0,0.473317,-0.183468,1.87738,-nan,-nan,-nan,RELEASE
54,1,0.476299,-0.18475,1.87677,-nan,-nan,-nan,SHELF
55,1,0.470901,-0.187263,1.8684,-nan,-nan,-nan,SHELF
57,1,0.471653,-0.184732,1.86291,-nan,-nan,-nan,SHELF
58,1,0.476959,-0.186723,1.86719,-nan,-nan,-nan,SHELF
59,1,0.474955,-0.19063,1.86501,-nan,-nan,-nan,SHELF
60,1,0.481626,-0.188221,1.86958,-nan,-nan,-nan,SHELF
61,1,0.477377,-0.190718,1.869,-nan,-nan,-nan,SHELF
62,1,0.48277,-0.185409,1.87183,-nan,-nan,-nan,SHELF
64,1,0.479292,-0.185628,1.87464,-nan,-nan,-nan,SHELF
65,1,0.471385,-0.183037,1.87158,-nan,-nan,-nan,SHELF
66,1,0.46331,-0.179686,1.86157,-nan,-nan,-nan,SHELF
67,1,0.451848,-0.175771,1.84986,-nan,-nan,-nan,SHELF
68,1,0.432817,-0.171465,1.83514,-nan,-nan,-nan,SHELF
70,1,0.398208,-0.169481,1.79623,-nan,-nan,-nan,SHELF
71,1,0.357726,-0.160234,1.77763,-nan,-nan,-nan,MOVE
72,1,0.318141,-0.160955,1.74238,-nan,-nan,-nan,MOVE
73,1,0.283224,-0.15918,1.71563,-nan,-nan,-nan,MOVE
74,1,0.245685,-0.158836,1.69107,-nan,-nan,-nan,MOVE
75,1,0.190625,-0.160389,1.6433,-nan,-nan,-nan,MOVE
77,1,0.152652,-0.160367,1.62138,-nan,-nan,-nan,MOVE
78,1,0.102458,-0.162141,1.60377,-nan,-nan,-nan,MOVE
79,1,0.0725041,-0.166467,1.59143,-nan,-nan,-nan,MOVE
80,1,0.0479817,-0.16998,1.58021,-nan,-nan,-nan,MOVE
81,1,0.0303382,-0.172777,1.57728,-nan,-nan,-nan,MOVE
82,1,0.0143264,-0.171592,1.57284,-nan,-nan,-nan,MOVE
84,1,-0.00775693,-0.171917,1.57027,-nan,-nan,-nan,MOVE
85,1,-0.0249585,-0.16956,1.56709,-nan,-nan,-nan,MOVE
86,1,-0.0395867,-0.167335,1.56571,-nan,-nan,-nan,MOVE
87,1,-0.0587911,-0.171383,1.56256,-nan,-nan,-nan,MOVE
88,1,-0.0816926,-0.174417,1.5597,-nan,-nan,-nan,MOVE
89,1,-0.112473,-0.185842,1.55674,-nan,-nan,-nan,MOVE
91,1,-0.164459,-0.206333,1.54289,-nan,-nan,-nan,MOVE
92,1,-0.210273,-0.230381,1.54281,-nan,-nan,-nan,MOVE
93,1,-0.250599,-0.254406,1.5367,-nan,-nan,-nan,MOVE
94,1,-0.288366,-0.273042,1.53443,-nan,-nan,-nan,MOVE
96,1,-0.338096,-0.30472,1.54179,-nan,-nan,-nan,MOVE
97,1,-0.375894,-0.328665,1.53152,-nan,-nan,-nan,BIN
98,1,-0.397335,-0.34302,1.53022,-nan,-nan,-nan,BIN
99,1,-0.413651,-0.356132,1.53241,-nan,-nan,-nan,BIN
100,1,-0.423153,-0.365693,1.53215,-nan,-nan,-nan,BIN
102,1,-0.424581,-0.368909,1.53187,-nan,-nan,-nan,BIN
103,1,-0.429592,-0.369585,1.5298,-nan,-nan,-nan,BIN
104,1,-0.433737,-0.370303,1.53094,-nan,-nan,-nan,BIN
105,1,-0.434671,-0.370636,1.53046,-nan,-nan,-nan,BIN
107,0,-0.4343,-0.369831,1.53312,-nan,-nan,-nan,RELEASE
108,0,-0.430093,-0.3694,1.5321,-nan,-nan,-nan,RELEASE
109,0,-0.431006,-0.369215,1.53204,-nan,-nan,-nan,RELEASE
110,0,-0.431175,-0.368847,1.53193,-nan,-nan,-nan,RELEASE
111,0,-0.434398,-0.370116,1.53179,-nan,-nan,-nan,RELEASE
113,0,-0.434316,-0.369991,1.5313,-0.155011,0.398969,1.61933,RELEASE
114,0,-0.434146,-0.37051,1.53168,-0.155011,0.398969,1.61933,RELEASE
115,0,-0.435975,-0.369164,1.53496,-0.155011,0.398969,1.61933,RELEASE
116,0,-0.434093,-0.369762,1.53202,-0.155011,0.398969,1.61933,RELEASE
117,0,-0.434164,-0.369347,1.53228,-0.155011,0.398969,1.61933,RELEASE
118,0,-0.434098,-0.36951,1.53136,-0.155011,0.398969,1.61933,RELEASE
