51,0,0.519423,-0.199811,1.85664,0.117302,0.518112,1.83247,RELEASE
52,0,0.519606,-0.200217,1.85823,0.117302,0.518112,1.83247,RELEASE
53,0,0.51878,-0.198843,1.85575,0.117302,0.518112,1.83247,RELEASE
54,0,0.520334,-0.200224,1.85787,0.117302,0.518112,1.83247,RELEASE
55,0,0.517668,-0.199296,1.85474,0.117302,0.518112,1.83247,RELEASE
56,0,0.520175,-0.19786,1.85737,0.117302,0.518112,1.83247,RELEASE
57,0,0.520783,-0.199558,1.85618,0.117302,0.518112,1.83247,RELEASE
58,0,0.52053,-0.20041,1.85638,0.117302,0.518112,1.83247,RELEASE
59,0,0.518694,-0.198622,1.85757,0.117302,0.518112,1.83247,RELEASE
60,0,0.520056,-0.198737,1.85824,0.117302,0.518112,1.83247,RELEASE
61,0,0.52004,-0.200108,1.85779,0.117302,0.518112,1.83247,RELEASE
62,0,0.519508,-0.199253,1.85952,0.117302,0.518112,1.83247,RELEASE
63,0,0.52348,-0.199424,1.8595,0.117302,0.518112,1.83247,RELEASE
64,0,0.521124,-0.200361,1.85911,0.117302,0.518112,1.83247,RELEASE
65,0,0.51973,-0.20099,1.85606,0.117302,0.518112,1.83247,RELEASE
66,0,0.517326,-0.201195,1.85526,0.117302,0.518112,1.83247,RELEASE
67,0,0.520517,-0.200221,1.85447,0.117302,0.518112,1.83247,RELEASE
68,0,0.51837,-0.198425,1.85599,0.117302,0.518112,1.83247,RELEASE
69,0,0.518819,-0.198813,1.85736,0.117302,0.518112,1.83247,RELEASE
70,0,0.519195,-0.199419,1.85728,0.117302,0.518112,1.83247,RELEASE
71,0,0.519757,-0.198994,1.85925,0.117302,0.518112,1.83247,RELEASE
72,0,0.519117,-0.200081,1.85937,0.117302,0.518112,1.83247,RELEASE
73,0,0.521379,-0.20022,1.85727,0.117302,0.518112,1.83247,RELEASE
74,0,0.519937,-0.199478,1.86142,0.117302,0.518112,1.83247,RELEASE
75,0,0.52144,-0.201203,1.85706,0.117302,0.518112,1.83247,RELEASE
76,0,0.52016,-0.200971,1.85833,0.117302,0.518112,1.83247,RELEASE
77,0,0.519876,-0.200238,1.85783,0.117302,0.518112,1.83247,RELEASE
78,0,0.51957,-0.199344,1.85866,0.117302,0.518112,1.83247,RELEASE
79,0,0.519412,-0.19888,1.8588,0.117302,0.518112,1.83247,RELEASE
80,0,0.520216,-0.199247,1.85858,0.117302,0.518112,1.83247,RELEASE
81,0,0.518566,-0.198387,1.85836,0.117302,0.518112,1.83247,RELEASE
82,0,0.519884,-0.197905,1.86042,0.117302,0.518112,1.83247,RELEASE
83,0,0.519998,-0.196755,1.86123,0.117302,0.518112,1.83247,RELEASE
84,0,0.520324,-0.199107,1.85921,0.117302,0.518112,1.83247,RELEASE
85,0,0.519259,-0.199248,1.85757,0.117302,0.518112,1.83247,RELEASE
86,0,0.520904,-0.200165,1.85752,0.117302,0.518112,1.83247,RELEASE
87,0,0.517048,-0.198575,1.8579,0.117302,0.518112,1.83247,RELEASE
88,0,0.519835,-0.199123,1.85764,0.117302,0.518112,1.83247,RELEASE
89,0,0.518028,-0.19901,1.85812,0.117302,0.518112,1.83247,RELEASE
90,0,0.520017,-0.199884,1.85577,0.117302,0.518112,1.83247,RELEASE
91,0,0.510027,-0.194384,1.83001,0.117302,0.518112,1.83247,RELEASE
92,0,0.511079,-0.194004,1.82912,0.117302,0.518112,1.83247,RELEASE
93,0,0.508775,-0.194929,1.82747,0.117302,0.518112,1.83247,RELEASE
94,0,0.510359,-0.194827,1.83022,0.117302,0.518112,1.83247,RELEASE
95,0,0.511296,-0.194343,1.83084,0.117302,0.518112,1.83247,RELEASE
