52,0,0.495351,-0.195339,1.85991,-nan,-nan,-nan,RELEASE
53,0,0.496749,-0.196057,1.85962,-nan,-nan,-nan,RELEASE
54,0,0.498229,-0.195855,1.86035,-nan,-nan,-nan,RELEASE
55,0,0.499473,-0.196062,1.85915,-nan,-nan,-nan,RELEASE
57,0,0.498532,-0.196673,1.85904,-nan,-nan,-nan,RELEASE
58,0,0.498279,-0.197412,1.85428,-nan,-nan,-nan,RELEASE
59,0,0.500389,-0.197589,1.85331,-nan,-nan,-nan,RELEASE
60,0,0.49981,-0.197845,1.85665,-nan,-nan,-nan,RELEASE
61,0,0.500809,-0.19761,1.85265,-nan,-nan,-nan,RELEASE
63,0,0.503412,-0.198098,1.85726,-nan,-nan,-nan,RELEASE
64,0,0.498575,-0.197607,1.85515,-nan,-nan,-nan,RELEASE
65,0,0.500217,-0.197085,1.85786,-nan,-nan,-nan,RELEASE
66,0,0.49918,-0.197944,1.85612,-nan,-nan,-nan,RELEASE
68,0,0.499194,-0.198149,1.85392,-nan,-nan,-nan,RELEASE
69,0,0.502669,-0.197718,1.85908,-nan,-nan,-nan,RELEASE
70,0,0.498973,-0.197618,1.85952,-nan,-nan,-nan,RELEASE
71,0,0.500138,-0.197624,1.85895,-nan,-nan,-nan,RELEASE
72,0,0.497156,-0.196554,1.85871,-nan,-nan,-nan,RELEASE
73,0,0.496578,-0.197193,1.85802,-nan,-nan,-nan,RELEASE
75,0,0.498604,-0.197572,1.85525,-nan,-nan,-nan,RELEASE
76,0,0.497307,-0.197548,1.85667,-nan,-nan,-nan,RELEASE
77,0,0.496663,-0.196468,1.85753,-nan,-nan,-nan,RELEASE
78,0,0.499853,-0.197333,1.85833,-nan,-nan,-nan,RELEASE
79,0,0.499208,-0.197894,1.85616,-nan,-nan,-nan,RELEASE
80,0,0.501162,-0.197867,1.8554,-nan,-nan,-nan,RELEASE
82,0,0.500693,-0.19767,1.85599,-nan,-nan,-nan,RELEASE
83,0,0.50442,-0.197657,1.8484,-nan,-nan,-nan,RELEASE
84,0,0.49922,-0.197219,1.8567,-nan,-nan,-nan,RELEASE
85,0,0.500938,-0.198325,1.85532,-nan,-nan,-nan,RELEASE
86,0,0.497785,-0.196805,1.85872,-nan,-nan,-nan,RELEASE
87,0,0.498426,-0.197436,1.85687,-nan,-nan,-nan,RELEASE
88,0,0.499022,-0.196829,1.86024,-nan,-nan,-nan,RELEASE
89,0,0.500739,-0.197781,1.85478,-nan,-nan,-nan,RELEASE
