52,0,0.504902,-0.199409,1.85271,-nan,-nan,-nan,RELEASE
53,0,0.503102,-0.200593,1.853,-nan,-nan,-nan,RELEASE
54,0,0.50348,-0.201058,1.85277,-nan,-nan,-nan,RELEASE
55,0,0.504763,-0.199731,1.85279,-nan,-nan,-nan,RELEASE
56,0,0.506288,-0.198574,1.85335,-nan,-nan,-nan,RELEASE
57,0,0.504279,-0.201063,1.853,0.0909361,0.510336,1.73043,RELEASE
58,0,0.504527,-0.200858,1.85397,0.0909361,0.510336,1.73043,RELEASE
59,0,0.505222,-0.200749,1.85417,0.0909361,0.510336,1.73043,RELEASE
60,0,0.503771,-0.200873,1.85406,0.0909361,0.510336,1.73043,RELEASE
61,0,0.505313,-0.201832,1.85479,0.0909361,0.510336,1.73043,RELEASE
62,0,0.50275,-0.200242,1.85421,0.0909361,0.510336,1.73043,RELEASE
63,0,0.506344,-0.200027,1.85611,0.0909361,0.510336,1.73043,RELEASE
64,0,0.504915,-0.201014,1.85693,0.0909361,0.510336,1.73043,RELEASE
65,0,0.506103,-0.200731,1.8584,0.0909361,0.510336,1.73043,RELEASE
66,0,0.504219,-0.200039,1.85527,0.0909361,0.510336,1.73043,RELEASE
67,0,0.504291,-0.200158,1.85144,0.0909361,0.510336,1.73043,RELEASE
68,0,0.504021,-0.20041,1.851,0.0909361,0.510336,1.73043,RELEASE
69,0,0.504692,-0.201298,1.85479,0.0909361,0.510336,1.73043,RELEASE
70,0,0.50282,-0.201825,1.85385,0.0909361,0.510336,1.73043,RELEASE
71,0,0.504179,-0.202057,1.85465,0.0909361,0.510336,1.73043,RELEASE
72,0,0.506239,-0.200768,1.85478,0.0909361,0.510336,1.73043,RELEASE
73,0,0.505539,-0.201297,1.85862,0.0909361,0.510336,1.73043,RELEASE
74,0,0.503467,-0.200452,1.85407,0.0909361,0.510336,1.73043,RELEASE
75,0,0.501839,-0.200581,1.85476,0.0909361,0.510336,1.73043,RELEASE
76,0,0.501992,-0.200568,1.85593,0.0909361,0.510336,1.73043,RELEASE
