4
20
36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.0407259,0.0457506,0.0459357,0.0460904,0.0591187,0.0594816,0.0597847,0.0594816,0.0591187,0,0,0,0,0.0191558,0.0191558,0.0191558,0.0191558,0.0191558,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.0449352,0.0486572,0.0490244,0.0597448,0.0608063,0.0616927,0.0624665,0.0611082,0.0594816,0,0,0.0204775,0.0205603,0.0206294,0.0205603,0.0204775,0.0191558,0.0191558,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.0490273,0.0591585,0.0603856,0.0649063,0.0662911,0.0695365,0.0662911,0.0649063,0.0597847,0.0229233,0.0230846,0.0232193,0.0230846,0.0229233,0.0209312,0.0205603,0.0191558,0.0191558,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.0497824,0.0638734,0.0658848,0.0724819,0.0739871,0.0776795,0.0739871,0.0724819,0.0594816,0.0258419,0.0260336,0.0258419,0.0256123,0.0230846,0.021241,0.0206294,0.0191558,0.0191558,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.0504129,0.0677354,0.0707826,0.0780481,0.0807328,0.0863658,0.0807328,0.0780481,0.0591187,0.0286943,0.0284192,0.0280899,0.0258419,0.0232193,0.0209312,0.0205603,0.0191558,0.0191558,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.0497824,0.0690145,0.0756011,0.0832764,0.087256,0.095653,0.087256,0.0832764,0.0314777,0.0318032,0.0314777,0.0310879,0.0260336,0.0230846,0.0205603,0.0204775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0.0490273,0.0700826,0.0795335,0.0874255,0.0935424,0.103907,0.0935424,0.0874255,0.0345698,0.0349291,0.0345698,0.0341395,0.0258419,0.0229233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0.0690145,0.0814134,0.0910822,0.0992665,0.109963,0.0992665,0.0910822,0.0670605,0.0653445,0.0632895,0.0345698,0.0256123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0.0677354,0.0830677,0.0936032,0.10346,0.114185,0.10346,0.0936032,0.0822449,0.0745543,0.0654952,0.0349291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0.0844491,0.0966729,0.10688,0.117448,0.10688,0.096376,0.0949245,0.0822449,0.0675012,0.0633171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0.0830677,0.0965894,0.108614,0.118655,0.108614,0.102881,0.096376,0.0847192,0.0691763,0.0641729,0.0598132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0.0814134,0.0952305,0.102524,0.108614,0.11727,0.108313,0.0975881,0.0861438,0.0780789,0.069761,0.0687796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0.0936032,0.0975266,0.10665,0.114269,0.10665,0.09786,0.0904375,0.0792752,0.0758673,0.069761,0.0663166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0.0848419,0.0964956,0.103791,0.110233,0.103791,0.0964956,0.0913718,0.0838873,0.077832,0.0722601,0.0670859,0.0637218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0.0797142,0.0952608,0.0998834,0.103791,0.10482,0.0990554,0.0921519,0.0856249,0.0781595,0.0734127,0.0677283,0.0643901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0.0941597,0.0952038,0.0960758,0.0990554,0.0955589,0.0913718,0.0852786,0.0800606,0.0740094,0.069886,0.0649481,0.0582519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
