0,0,-1,-1,0,-1,0.111147,0.432247,-0.227727,1.7695
1,0,-1,-1,0,-1,0.111088,0.431734,-0.227283,1.7711
2,0,-1,-1,0,-1,0.111274,0.431483,-0.227006,1.77136
3,0,-1,-1,0,-1,0.111062,0.431015,-0.227071,1.77183
4,0,-1,-1,0,-1,0.11115,0.43192,-0.227122,1.77143
5,0,-1,-1,0,-1,0.110985,0.431239,-0.226793,1.77301
6,0,-1,-1,0,-1,0.110813,0.430756,-0.226629,1.77409
7,0,-1,-1,0,-1,0.110829,0.431337,-0.226797,1.77353
8,0,-1,-1,0,-1,0.110628,0.430702,-0.226739,1.77436
9,0,-1,-1,0,-1,0.110676,0.431425,-0.226953,1.77355
10,0,-1,-1,0,-1,0.110566,0.431536,-0.227189,1.77317
11,0,-1,-1,0,-1,0.110436,0.432203,-0.227373,1.77306
12,0,-1,-1,0,-1,0.110264,0.431353,-0.227101,1.77447
13,0,-1,-1,0,-1,0.110083,0.432368,-0.227362,1.77431
14,0,-1,-1,0,-1,0.109883,0.432199,-0.227464,1.77465
15,0,-1,-1,0,-1,0.109872,0.431904,-0.22739,1.7749
16,0,-1,-1,0,-1,0.109704,0.431575,-0.227412,1.77538
17,0,-1,-1,0,-1,0.10938,0.431883,-0.227725,1.77548
18,0,-1,-1,0,-1,0.109645,0.431833,-0.227485,1.77536
19,0,-1,-1,0,-1,0.109617,0.430595,-0.226952,1.77709
20,0,-1,-1,0,-1,0.109746,0.430734,-0.226969,1.77661
21,0,-1,-1,0,-1,0.109949,0.430266,-0.226712,1.77672
22,0,-1,-1,0,-1,0.110154,0.429505,-0.226381,1.77705
23,0,-1,-1,0,-1,0.110079,0.428213,-0.226069,1.77822
24,0,-1,-1,0,-1,0.110172,0.428869,-0.226468,1.77666
25,0,-1,-1,0,-1,0.110016,0.428805,-0.226572,1.77684
26,0,-1,-1,0,-1,0.109894,0.429022,-0.226732,1.77675
27,0,-1,-1,0,-1,0.109937,0.428929,-0.226416,1.77763
28,0,-1,-1,0,-1,0.109745,0.429474,-0.226601,1.77772
29,0,-1,-1,0,-1,0.109375,0.429423,-0.226446,1.77948
30,0,-1,-1,0,-1,0.109236,0.429658,-0.226349,1.78028
31,0,-1,-1,0,-1,0.109321,0.429622,-0.226225,1.78039
32,0,-1,-1,0,-1,0.109153,0.43019,-0.22666,1.77959
33,0,-1,-1,0,-1,0.109446,0.429705,-0.226415,1.77935
34,0,-1,-1,0,-1,0.109488,0.429387,-0.226286,1.77961
35,0,-1,-1,0,-1,0.10965,0.428851,-0.226063,1.77975
36,0,-1,-1,0,-1,0.109546,0.428676,-0.225979,1.78036
37,0,-1,-1,0,-1,0.109524,0.428794,-0.22606,1.78018
38,0,-1,-1,0,-1,0.109353,0.429815,-0.226303,1.78004
39,0,-1,-1,0,-1,0.10945,0.430055,-0.2262,1.78007
40,0,-1,-1,0,-1,0.109507,0.430272,-0.226334,1.77946
41,0,-1,-1,0,-1,0.1114,0.429361,-0.225701,1.77501
42,0,-1,-1,0,-1,0.113054,0.427965,-0.224887,1.77193
43,0,-1,-1,0,-1,0.114683,0.426248,-0.224244,1.76835
44,0,-1,-1,0,-1,0.115999,0.425432,-0.224019,1.76455
45,0,-1,-1,0,-1,0.117731,0.425054,-0.223633,1.75989
46,0,-1,-1,0,-1,0.117689,0.424789,-0.223671,1.75989
47,0,-1,-1,0,-1,0.117924,0.425066,-0.22368,1.75908
48,0,-1,-1,0,-1,0.117766,0.425077,-0.223744,1.75941
49,0,-1,-1,0,-1,0.118253,0.424606,-0.223295,1.75918
50,0,-1,-1,0,-1,0.117891,0.424041,-0.223448,1.75987
51,0,-1,-1,0,-1,0.117943,0.424161,-0.223356,1.76
52,0,-1,-1,0,-1,0.117754,0.424062,-0.223424,1.76042
53,0,-1,-1,0,-1,0.117834,0.423986,-0.223394,1.76024
54,0,-1,-1,0,-1,0.117717,0.423778,-0.223487,1.76032
