51,0,0.498384,-0.1853,1.87442,-nan,-nan,-nan,RELEASE
53,0,0.496223,-0.185295,1.87215,-nan,-nan,-nan,RELEASE
54,0,0.495087,-0.184615,1.86997,-nan,-nan,-nan,RELEASE
55,0,0.497545,-0.185141,1.87171,-nan,-nan,-nan,RELEASE
56,0,0.493751,-0.184662,1.86989,-nan,-nan,-nan,RELEASE
57,0,0.494441,-0.184598,1.87132,-0.00588073,0.418022,1.78857,RELEASE
58,0,0.495408,-0.185495,1.87043,-0.00588073,0.418022,1.78857,RELEASE
59,0,0.495377,-0.184804,1.87399,-0.00588073,0.418022,1.78857,RELEASE
60,0,0.495891,-0.185921,1.87223,-0.00588073,0.418022,1.78857,RELEASE
61,0,0.498674,-0.185707,1.87035,-0.00588073,0.418022,1.78857,RELEASE
62,0,0.496002,-0.186039,1.86916,-0.00588073,0.418022,1.78857,RELEASE
63,0,0.496013,-0.18552,1.87071,-0.00588073,0.418022,1.78857,RELEASE
64,0,0.493974,-0.185856,1.86899,-0.00588073,0.418022,1.78857,RELEASE
65,0,0.49501,-0.185212,1.87058,-0.00588073,0.418022,1.78857,RELEASE
66,0,0.495382,-0.184319,1.86913,-0.00588073,0.418022,1.78857,RELEASE
67,0,0.49499,-0.184899,1.8703,-0.00588073,0.418022,1.78857,RELEASE
68,0,0.495753,-0.18469,1.86953,-0.00588073,0.418022,1.78857,RELEASE
69,0,0.494683,-0.184213,1.87131,-0.00588073,0.418022,1.78857,RELEASE
70,0,0.49477,-0.184928,1.86955,-0.00588073,0.418022,1.78857,RELEASE
71,0,0.493846,-0.184762,1.86985,-0.00588073,0.418022,1.78857,RELEASE
72,0,0.494486,-0.185078,1.8707,-0.00588073,0.418022,1.78857,RELEASE
73,0,0.495612,-0.184749,1.87293,-0.00588073,0.418022,1.78857,RELEASE
74,1,0.493865,-0.182429,1.86435,-0.00588073,0.418022,1.78857,SHELF
75,1,0.495971,-0.182677,1.86581,-0.00588073,0.418022,1.78857,SHELF
76,1,0.49356,-0.18444,1.86575,-0.00588073,0.418022,1.78857,SHELF
77,1,0.492484,-0.183921,1.86231,-0.00588073,0.418022,1.78857,SHELF
78,1,0.495957,-0.185666,1.86478,-0.00588073,0.418022,1.78857,SHELF
79,1,0.499416,-0.186698,1.86825,-0.00588073,0.418022,1.78857,SHELF
80,1,0.502457,-0.187653,1.86735,-0.00588073,0.418022,1.78857,SHELF
81,1,0.503938,-0.187774,1.86619,-0.00588073,0.418022,1.78857,SHELF
82,1,0.50226,-0.187815,1.8673,-0.00588073,0.418022,1.78857,SHELF
83,1,0.502697,-0.188105,1.86694,-0.00588073,0.418022,1.78857,SHELF
84,1,0.502452,-0.187522,1.86648,-0.00588073,0.418022,1.78857,SHELF
85,1,0.502533,-0.187328,1.87111,-0.00588073,0.418022,1.78857,SHELF
86,1,0.502015,-0.187872,1.86832,-0.00588073,0.418022,1.78857,SHELF
87,1,0.500728,-0.188553,1.86887,-0.00588073,0.418022,1.78857,SHELF
88,1,0.499932,-0.188988,1.86731,-0.00588073,0.418022,1.78857,SHELF
89,1,0.500964,-0.189646,1.86793,-0.00588073,0.418022,1.78857,SHELF
90,1,0.496642,-0.18647,1.84194,-0.00588073,0.418022,1.78857,SHELF
91,1,0.494539,-0.18673,1.84219,-0.00588073,0.418022,1.78857,SHELF
92,1,0.495774,-0.186931,1.84383,-0.00588073,0.418022,1.78857,SHELF
93,1,0.494934,-0.18717,1.84456,-0.00588073,0.418022,1.78857,SHELF
94,1,0.49472,-0.186873,1.84173,-0.00588073,0.418022,1.78857,SHELF
95,1,0.496161,-0.187,1.84605,-0.00588073,0.418022,1.78857,SHELF
96,1,0.495367,-0.186037,1.84272,-0.00588073,0.418022,1.78857,SHELF
97,1,0.494884,-0.186231,1.8432,-0.00588073,0.418022,1.78857,SHELF
98,1,0.495298,-0.186207,1.84241,-0.00588073,0.418022,1.78857,SHELF
99,1,0.494601,-0.184085,1.84193,-0.00588073,0.418022,1.78857,SHELF
100,1,0.494291,-0.183907,1.84139,-0.00588073,0.418022,1.78857,SHELF
101,1,0.495254,-0.184814,1.84446,-0.00588073,0.418022,1.78857,SHELF
102,1,0.495688,-0.185343,1.84515,-0.00588073,0.418022,1.78857,SHELF
103,1,0.495616,-0.18408,1.84148,-0.00588073,0.418022,1.78857,SHELF
104,1,0.495544,-0.185302,1.84284,-0.00588073,0.418022,1.78857,SHELF
105,1,0.496804,-0.183649,1.84015,-0.00588073,0.418022,1.78857,SHELF
106,1,0.495169,-0.185226,1.84401,-0.00588073,0.418022,1.78857,SHELF
107,1,0.494464,-0.18499,1.83914,-0.00588073,0.418022,1.78857,SHELF
108,1,0.496306,-0.185284,1.84546,-0.00588073,0.418022,1.78857,SHELF
109,1,0.493774,-0.185255,1.84001,-0.00588073,0.418022,1.78857,SHELF
110,1,0.492999,-0.185509,1.84191,-0.00588073,0.418022,1.78857,SHELF
111,1,0.492308,-0.182812,1.84082,-0.00588073,0.418022,1.78857,SHELF
112,1,0.490193,-0.175367,1.83307,-0.00588073,0.418022,1.78857,SHELF
113,1,0.486009,-0.166747,1.82392,-0.00588073,0.418022,1.78857,SHELF
114,1,0.482148,-0.152512,1.81316,-0.00588073,0.418022,1.78857,SHELF
115,1,0.473254,-0.138162,1.80188,-0.00588073,0.418022,1.78857,MOVE
116,1,0.462632,-0.121809,1.78218,-0.00588073,0.418022,1.78857,MOVE
117,1,0.445035,-0.106443,1.76463,-0.00588073,0.418022,1.78857,MOVE
118,1,0.427124,-0.088576,1.74157,-0.00588073,0.418022,1.78857,MOVE
119,1,0.397192,-0.0740429,1.71414,-0.00588073,0.418022,1.78857,MOVE
120,1,0.368425,-0.0584898,1.68371,-0.00588073,0.418022,1.78857,MOVE
121,1,0.33437,-0.0472051,1.65115,-0.00588073,0.418022,1.78857,MOVE
122,1,0.296443,-0.040492,1.61837,-0.00588073,0.418022,1.78857,MOVE
