51,1,0.497069,-0.17842,1.88424,-nan,-nan,-nan,SHELF
53,1,0.490629,-0.176277,1.88864,-nan,-nan,-nan,SHELF
54,1,0.490063,-0.177735,1.8954,-nan,-nan,-nan,SHELF
55,1,0.490049,-0.179905,1.89576,-nan,-nan,-nan,SHELF
56,0,0.499943,-0.179152,1.88057,-nan,-nan,-nan,RELEASE
57,0,0.492751,-0.179526,1.89262,-nan,-nan,-nan,RELEASE
59,0,0.494142,-0.179563,1.8934,-nan,-nan,-nan,RELEASE
60,0,0.497854,-0.181002,1.8867,-nan,-nan,-nan,RELEASE
61,0,0.498383,-0.18065,1.88695,-nan,-nan,-nan,RELEASE
63,0,0.498967,-0.182301,1.88276,-nan,-nan,-nan,RELEASE
64,0,0.494237,-0.179792,1.88698,-nan,-nan,-nan,RELEASE
65,0,0.496134,-0.18124,1.88602,-nan,-nan,-nan,RELEASE
66,0,0.49885,-0.179945,1.88908,-nan,-nan,-nan,RELEASE
67,0,0.498384,-0.180785,1.88607,-nan,-nan,-nan,RELEASE
69,0,0.495448,-0.180999,1.88968,-nan,-nan,-nan,RELEASE
70,0,0.496931,-0.179806,1.88679,-nan,-nan,-nan,RELEASE
71,0,0.497139,-0.17984,1.88775,-nan,-nan,-nan,RELEASE
72,0,0.497315,-0.179873,1.88655,-nan,-nan,-nan,RELEASE
73,0,0.49756,-0.179378,1.88663,-nan,-nan,-nan,RELEASE
75,0,0.498248,-0.179888,1.88276,-nan,-nan,-nan,RELEASE
76,0,0.493731,-0.180365,1.889,0.203839,0.484052,1.83059,RELEASE
77,0,0.49363,-0.178894,1.89242,0.203839,0.484052,1.83059,RELEASE
78,0,0.499685,-0.180136,1.88385,0.203839,0.484052,1.83059,RELEASE
79,0,0.497927,-0.181172,1.88609,0.203839,0.484052,1.83059,RELEASE
80,0,0.50103,-0.181982,1.87603,0.203839,0.484052,1.83059,RELEASE
81,0,0.49678,-0.180023,1.88595,0.203839,0.484052,1.83059,RELEASE
82,0,0.499354,-0.1804,1.88012,0.203839,0.484052,1.83059,RELEASE
83,0,0.497224,-0.180612,1.87957,0.203839,0.484052,1.83059,RELEASE
84,0,0.499757,-0.180698,1.87942,0.203839,0.484052,1.83059,RELEASE
85,1,0.49336,-0.177002,1.88094,0.203839,0.484052,1.83059,SHELF
86,1,0.489426,-0.179467,1.86716,0.203839,0.484052,1.83059,SHELF
87,1,0.495626,-0.182704,1.86677,0.203839,0.484052,1.83059,SHELF
88,1,0.497648,-0.180297,1.88729,0.203839,0.484052,1.83059,SHELF
89,1,0.492868,-0.175075,1.88121,0.203839,0.484052,1.83059,SHELF
90,1,0.484406,-0.17233,1.84952,0.203839,0.484052,1.83059,SHELF
91,1,0.487337,-0.176159,1.84864,0.203839,0.484052,1.83059,SHELF
92,1,0.483566,-0.171553,1.85034,0.203839,0.484052,1.83059,SHELF
93,1,0.486569,-0.17538,1.85556,0.203839,0.484052,1.83059,SHELF
94,1,0.486608,-0.173261,1.85138,0.203839,0.484052,1.83059,SHELF
95,1,0.482648,-0.174023,1.85117,0.203839,0.484052,1.83059,SHELF
96,1,0.484501,-0.173996,1.85401,0.203839,0.484052,1.83059,SHELF
97,1,0.485912,-0.173579,1.8513,0.203839,0.484052,1.83059,SHELF
98,1,0.486943,-0.174305,1.85009,0.203839,0.484052,1.83059,SHELF
99,1,0.488795,-0.173909,1.85251,0.203839,0.484052,1.83059,SHELF
100,1,0.486517,-0.17537,1.85199,0.203839,0.484052,1.83059,SHELF
101,1,0.48763,-0.173268,1.84583,0.203839,0.484052,1.83059,SHELF
102,1,0.48788,-0.17534,1.84897,0.203839,0.484052,1.83059,SHELF
103,1,0.485723,-0.177477,1.85421,0.203839,0.484052,1.83059,SHELF
104,1,0.483714,-0.174916,1.84537,0.203839,0.484052,1.83059,SHELF
105,1,0.485764,-0.178442,1.85333,0.203839,0.484052,1.83059,SHELF
106,1,0.482848,-0.180568,1.85241,0.203839,0.484052,1.83059,SHELF
107,1,0.483563,-0.177468,1.84745,0.203839,0.484052,1.83059,SHELF
108,1,0.486534,-0.178227,1.85084,0.203839,0.484052,1.83059,SHELF
109,1,0.487057,-0.179426,1.85185,0.203839,0.484052,1.83059,SHELF
110,1,0.486121,-0.1796,1.85115,0.203839,0.484052,1.83059,SHELF
