51,0,0.471908,-0.190701,1.85499,-nan,-nan,-nan,RELEASE
52,0,0.471932,-0.191614,1.8549,-nan,-nan,-nan,RELEASE
54,0,0.471872,-0.191675,1.8561,-nan,-nan,-nan,RELEASE
55,0,0.47394,-0.191417,1.85682,-nan,-nan,-nan,RELEASE
56,0,0.473277,-0.19017,1.85868,-nan,-nan,-nan,RELEASE
57,0,0.473835,-0.191331,1.85675,-nan,-nan,-nan,RELEASE
58,0,0.473075,-0.190956,1.85406,-nan,-nan,-nan,RELEASE
59,0,0.472453,-0.191274,1.85231,-nan,-nan,-nan,RELEASE
61,0,0.473247,-0.191145,1.85448,-nan,-nan,-nan,RELEASE
62,0,0.471317,-0.190561,1.85186,-nan,-nan,-nan,RELEASE
63,0,0.47238,-0.191207,1.85387,-nan,-nan,-nan,RELEASE
64,0,0.472514,-0.191084,1.85389,-nan,-nan,-nan,RELEASE
65,0,0.472346,-0.191119,1.85572,-nan,-nan,-nan,RELEASE
66,0,0.471978,-0.190629,1.85297,-nan,-nan,-nan,RELEASE
68,0,0.472732,-0.189869,1.85495,-nan,-nan,-nan,RELEASE
69,0,0.472392,-0.189652,1.84987,-nan,-nan,-nan,RELEASE
70,0,0.470589,-0.191403,1.85149,-nan,-nan,-nan,RELEASE
71,0,0.470631,-0.190937,1.85254,-nan,-nan,-nan,RELEASE
72,0,0.474094,-0.190974,1.85404,0.143487,0.46709,1.77053,RELEASE
73,0,0.470769,-0.191399,1.85261,0.143487,0.46709,1.77053,RELEASE
75,0,0.472328,-0.192062,1.85294,0.143487,0.46709,1.77053,RELEASE
76,0,0.471451,-0.191141,1.85303,0.143487,0.46709,1.77053,RELEASE
77,0,0.4726,-0.191211,1.85323,0.143487,0.46709,1.77053,RELEASE
78,0,0.472172,-0.191101,1.85476,0.143487,0.46709,1.77053,RELEASE
79,0,0.471601,-0.190517,1.85399,0.143487,0.46709,1.77053,RELEASE
80,0,0.471123,-0.189996,1.85153,0.143487,0.46709,1.77053,RELEASE
81,0,0.473381,-0.190233,1.85752,0.143487,0.46709,1.77053,RELEASE
82,0,0.470171,-0.190564,1.85511,0.143487,0.46709,1.77053,RELEASE
83,0,0.47224,-0.191934,1.85516,0.143487,0.46709,1.77053,RELEASE
84,0,0.472701,-0.190895,1.853,0.143487,0.46709,1.77053,RELEASE
85,0,0.471338,-0.191643,1.85611,0.143487,0.46709,1.77053,RELEASE
86,0,0.473346,-0.189211,1.85584,0.143487,0.46709,1.77053,RELEASE
87,0,0.470373,-0.19138,1.84963,0.143487,0.46709,1.77053,RELEASE
88,0,0.469792,-0.191822,1.85159,0.143487,0.46709,1.77053,RELEASE
89,0,0.470965,-0.191027,1.85473,0.143487,0.46709,1.77053,RELEASE
90,0,0.471826,-0.191976,1.8564,0.143487,0.46709,1.77053,RELEASE
91,0,0.466544,-0.18705,1.83346,0.143487,0.46709,1.77053,RELEASE
92,0,0.46788,-0.187868,1.83328,0.143487,0.46709,1.77053,RELEASE
93,0,0.46441,-0.187404,1.82997,0.143487,0.46709,1.77053,RELEASE
94,0,0.466356,-0.187641,1.82958,0.143487,0.46709,1.77053,RELEASE
95,0,0.466504,-0.18673,1.8299,0.143487,0.46709,1.77053,RELEASE
96,0,0.465396,-0.187719,1.8284,0.143487,0.46709,1.77053,RELEASE
97,0,0.466697,-0.186803,1.82822,0.143487,0.46709,1.77053,RELEASE
98,0,0.467114,-0.187498,1.82987,0.143487,0.46709,1.77053,RELEASE
99,0,0.46573,-0.187514,1.82931,0.143487,0.46709,1.77053,RELEASE
100,0,0.466884,-0.187824,1.82923,0.143487,0.46709,1.77053,RELEASE
101,0,0.465705,-0.188305,1.83123,0.143487,0.46709,1.77053,RELEASE
102,0,0.465019,-0.187635,1.82819,0.143487,0.46709,1.77053,RELEASE
103,0,0.466051,-0.187961,1.83228,0.143487,0.46709,1.77053,RELEASE
104,0,0.466688,-0.188534,1.8295,0.143487,0.46709,1.77053,RELEASE
105,0,0.466972,-0.18818,1.83176,0.143487,0.46709,1.77053,RELEASE
106,0,0.467488,-0.188566,1.83101,0.143487,0.46709,1.77053,RELEASE
107,0,0.468356,-0.187659,1.83334,0.143487,0.46709,1.77053,RELEASE
108,0,0.466622,-0.18898,1.83262,0.143487,0.46709,1.77053,RELEASE
109,0,0.466845,-0.187403,1.82853,0.143487,0.46709,1.77053,RELEASE
110,0,0.466615,-0.187995,1.83012,0.143487,0.46709,1.77053,RELEASE
111,0,0.465947,-0.186898,1.83005,0.143487,0.46709,1.77053,RELEASE
112,0,0.467436,-0.187445,1.83093,0.143487,0.46709,1.77053,RELEASE
113,0,0.465772,-0.188192,1.82791,0.143487,0.46709,1.77053,RELEASE
114,0,0.466092,-0.188131,1.82821,0.143487,0.46709,1.77053,RELEASE
115,0,0.46649,-0.187623,1.8295,0.143487,0.46709,1.77053,RELEASE
116,0,0.465668,-0.188192,1.82818,0.143487,0.46709,1.77053,RELEASE
117,0,0.468178,-0.188137,1.83226,0.143487,0.46709,1.77053,RELEASE
118,0,0.466417,-0.187295,1.82858,0.143487,0.46709,1.77053,RELEASE
119,0,0.465486,-0.188231,1.82623,0.143487,0.46709,1.77053,RELEASE
120,0,0.466228,-0.18734,1.82705,0.143487,0.46709,1.77053,RELEASE
121,0,0.46733,-0.188025,1.82904,0.143487,0.46709,1.77053,RELEASE
